"";"delim";"auteurs.0.prenom";"date_soutenance";"directeurs_these.0.prenom";"president_jury.prenom";"titres.fr"
"373";",";"Alexandra";2005-01-01;"Michel";NA;"L'expérience vécue du racisme et des discriminations raciales en France : de la condamnation morale à la prise en charge de la subjectivité des victimes"
"374";",";"Murielle";2003-01-01;"Yves";NA;"Du dévoilement médiatique de la ""corruption"" à la gestion déontologique des affaires : contribution à une sociologie des effets de l'internationalisation sur le champ du pouvoir économique"
"375";",";"Éléonore";2004-01-01;"Rose-Marie";NA;"L'égalité introuvable : stratégies de légitimation et mise en oeuvre de la parité politique en France"
"376";",";"Étienne";2012-01-01;"Michel";NA;"Les sectes mises en causes : sociologie politique de la « lutte contre les sectes » en France (1970-2010)"
"377";",";"Alain";2002-01-01;"Dominique";NA;"Les interventions des travailleurs sociaux dans le processus d'acculturation des réfugiés du sud-est asiatique et de leur famille"
"378";",";"David";2005-01-01;"Michel";NA;"Insécurités : pour une sociologie générale des questions de sécurité"
"379";",";"Seyed Mohsen";2004-01-01;"Farhad";NA;"Iran : les nouveaux intellectuels musulmans"
"380";",";"Christine";2004-01-01;"Dominique";NA;"La montée en occident d'une culture politique ""démocrate radicale"" : analyse descriptive du phénomène et mise en relation avec la question de l'intégration rationnelle des sociétés complexes"
"381";",";"Iran";2004-01-01;"Farhad";NA;"Le rôle de l'école dans la recomposition de l'identité des jeunes kurdes dans la République Islamique d'Iran"
"382";",";"Yannick";2004-01-01;"Danièle";NA;"Pentecôtisme en Polynésie française : sociabilité, travail institutionnel et recompositions identitaires"
"383";",";"Domingos";2007-01-01;"Augustin";NA;"Être et habiter : vers une habitudologie : étude théorique des phénomènes inhérents à l'habitation et au logement dans la ville occidentale contemporaine"
"384";",";"Javiera";2013-01-01;"François";NA;"Justice sociale : de la mobilisation à la mobilité sociale. L’expérience de l’injustice au Chili (1990-2010)"
"385";",";"Veronika";2013-01-01;"Michèle";NA;"La grand-parentalité au prisme du care : une étude comparative des figures sexuées et temporelle (France - Russie)"
"386";",";"André Georges";2013-01-01;"Christian";NA;"Vivre ensemble mais séparés? : l'émergence et l'évolution des projets de fédération au Liban de 1975 à nos jours"
"387";",";"Federico";2012-01-01;"Jesús";NA;"Pouvoirs publics, commerce informel et marché du travail : étude de cas sur les transformations du centre historique à Guatemala-Ville"
"388";",";"Raphaël";2019-01-11;"Catherine";"Philippe";"De l'emprise à la prise de l'école. Usages de la scolarisation et expérience de la ""communauté"" chez les Matsigenka (Amazonie péruvienne)"
"389";",";"Cyrille";2010-01-01;"André";NA;"Rationalisation des systèmes de restauration hors foyer et logiques d'action des professeurs de cuisine"
"390";",";"Joan";2010-01-01;"Christian";NA;"Le revenu minimum d'insertion et la lutte contre la pauvreté en Catalogne : sociologie d'une réforme des modèles de protection sociale"
"391";",";"Corentin";2019-10-23;"Nicolas";"Philippe";"Les reconfigurations de la relation carcérale : sociologie des espaces de communication entre prisonnier·e·s et autorités pénitentiaires"
"392";",";"Karine Hinano";2010-01-01;"Isabelle";NA;"Adopter en Chine contemporaine : la filiation à l'épreuve du contrôle de la natalité"
"393";",";"Samir";2010-01-01;"Olivier";NA;"Salafis et Ahbâsh : réseaux, organisation, et socialisation d'un nouvel islam militant européen (France, Belgique et Suisse)"
"394";",";"Florencia";2010-01-01;"Serge";NA;"L' intégration réussie à l'élite managériale : la constitution des dirigeants de grandes entreprises en Argentine"
"395";",";"Camille";2010-01-01;"Gisèle";NA;"Les éditions La découverte : la gestion d'un héritage éditorial"
"396";",";"Gabriel Alejandro";2010-01-01;"Patrick";NA;"Regards croisés sur les rapports des classes populaires au politique en Argentine : retour sur la question du clientélisme"
"397";",";"Patrick";2010-01-01;"Philippe";NA;"Politiques et marché de la danse contemporaine en France (1975-2009)"
"398";",";"Mohamed Amine";2019-07-08;"Gisèle";"Frédéric";"La réforme islamique contemporaine : sociologie d’un marché intellectuel"
"399";",";"Rodrigo Ignacio";2019-03-18;"Caroline";"Olivier";"Inégalité subjective au Chili. Représentation des différences sociales (in)justes à travers le temps"
"400";",";"Elsa";2009-01-01;"Yannick";NA;"Grandir à Belsunce : les catégories ordinaires de l'expérience enfantine dans un quartier de Marseille"
"401";",";"Clotilde";2017-11-10;"Élisabeth";"Nicolas";"Une réconciliation contestée : l'affaire de la répression de Tanjung Priok : violence, justice et fabrique de l'après-violence en Indonésie (1984-2005)"
"402";",";"Laura";2019-01-24;"Nicolas";"Daniel";"Dans les mailles d’un coton agroécologique. Sociologie d’une filière entre le Brésil et la France"
"403";",";"Manuela";2015-01-01;"Éric";"Michel";"Amours suspectes : couples binationaux de sexe différent ou de même sexe sous le régime de I'« immigration subie »"
"404";",";"Manon";2017-12-11;"Irène";"Marc";"Infertilité ""normale"" vs infertilité ""pathologique"" : une opposition en question : normes et pratiques françaises de l'AMP face à l'infertilité féminine liée à l'âge."
"405";",";"Mabel";2014-01-01;"Dominique";NA;"Les multiples mobilités de la migration : le cas des migrants chiliens en France"
"406";",";"Jesús Alberto";2012-01-01;"Gilles";NA;"Le procès politique contre le général Gustavo Rojas Pinilla au congrès de Colombie (1958-1959)"
"407";",";"Chen";2012-01-01;"François";NA;"Mutations sociales et transformations spatiales des quartiers ouvriers de Shanghai (1949-2010) : le cas de la cité ouvrière de Caoyang"
"408";",";"Aurore";2016-01-01;"Michèle";"Alban";"« Faire avec » les contraintes : l'expérience du politique des conseillers de quartier de Téhéran"
"409";",";"Loïc";2011-01-01;"Florence";"Bénédicte";"Nouveaux salariés, nouveaux modèles : le maintien à domicile des personnes âgées dépendantes"
"410";",";"Abdia";2014-01-01;"Serge";NA;"La régulation normative de l’enfance en danger : prescription et réception d’un ordre moral"
"411";",";"Ebru";2016-01-01;"Michel";"Nilüfer";"Les Périls de la Politique Sécuritaire Post-11 septembre en France et en Grande-Bretagne et I'Islam : I'Ennemi Intérieur"
"412";",";"Amélie";2015-01-01;"Pierre";"Marcelo";"Entre reproduction et individualisation sociales : analyse des parcours hésitants ou de mobilité scolaire descendante dans l'enseignement supérieur québécois"
"413";",";"Engin";2012-01-01;"Nilüfer";NA;"La culture subalterne kurde et l'art contemporain en Turquie : « déviation, interprétation et déterritorialisation »"
"414";",";"Thibaut";2016-01-01;"Johan";"Jean-Noël";"Les concierges d'hôtels : investissement dans un travail de service de luxe et construction collective du prestige d'un groupe professionnel"
"415";",";"Maya-Merida";2016-01-01;"Christine";"Séverine";"La parentalité identitaire : un nouveau type de famille, de nouvelles manières d'être parent ?"
"416";",";"Irène";2009-01-01;"Luc";NA;"Un nouvel esprit contestataire : la grammaire pragmatiste du syndicalisme d'action directe libertaire"
"417";",";"Bochra";2019-12-02;"Nilüfer";"Dominique de";"La finance islamique en Europe : interpénétrations des normes et des pratiques"
"418";",";"Delphine";2015-01-01;"Nicolas";"Florence";"Contraindre pour soigner ? : les tensions normatives et institutionnelles de I'intervention psychiatrique après l'asile"
"419";",";"Frédéric";2011-01-01;"Pierre-Michel";NA;"De l'exploitation à la pénibilité : étude de la pénibilité du travail en France et en Belgique"
"420";",";"Florian";2015-01-01;"Michel";"Josiane";"Les usages sociaux de la pornographie en ligne et les constructions de la masculinité : une sociologie matérialiste de la réception des médias"
"421";",";"Frédérique";2017-11-24;"Bénédicte";"Marc";"À distance. Enquête sur les figures contemporaines du travail à domicile."
"422";",";"Jiaming";2016-01-01;"Monique";"Jacques";"Le talk-show ""Rendez-vous avec Luyu"" : tentative de décryptage de l'espace public chinois"
"423";",";"Delphine";2015-01-01;"Rose-Marie";"Guillaume";"Le travail d'internationalisation des luttes : le cas de la Vía Campesina : une analyse croisée France-Brésil-Inde"
"424";",";"Mathias";2014-01-01;"Eric";NA;"«En avant ! » Sociologie de l’action militaire et de l’anticipation du combat : un régiment d’infanterie en route pour l’Afghanistan"
"425";",";"Luis";2014-01-01;"Michael";NA;"Critique de la modernité et écologie dans la théologie de la libération : la pensée de Leonardo Boff"
"426";",";"Muriel";2013-01-01;"Sabine";NA;"Produire de la fiction à la chaîne : sociologie du travail de fabrication d'un feuilleton télévisé"
"427";",";"Francisca Paz";2013-01-01;"François";NA;"Le militantisme politisé, judiciaire et social : une étude comparative des syndicalismes au Chili et en France (1980-2010)"
"428";",";"Abdellali";2009-01-01;"Stéphane";NA;"Assimilation et naturalisation : socio-histoire d'une injonction d'Etat"
"429";",";"Elisa";2012-01-01;"Rose-Marie";NA;"Féminisme, travail social et politique publique : lutter contre les violences conjugales"
"430";",";"Aïda";2012-01-01;"Farhad";NA;"Genèse de l'islamisme tunisien"
"431";",";"Jérôme";2014-01-01;"Jean-Pierre";NA;"Faire passer la pilule : visiteurs médicaux et entreprises pharmaceutiques face aux médecins : une relation socio-économique sous tensions privées et publiques (1905-2014)"
"432";",";"Marcella";2019-12-09;"Gisèle";"Julien";"Le livre et le drapeau. Le marché de circulation internationale des oeuvres comme construction symbolique : une sociohistoire, entre Paris et Londres"
"433";",";"Meoïn";2016-01-01;"Marc";"Marcel";"Sortir et s'en sortir ? : parcours de santé et vulnérabilités de sortants de prison qui vivent avec le VIH ou une hépatite C"
"434";",";"Carolina";2015-01-01;"Didier";"Vincent";"Reconfiguration de l'État social dans le Chili néolibéral : éthnographie des politiques d'assistance"
"435";",";"David";2014-01-01;"Michel";NA;"Former pour réformer : sociologie de l'hétérodoxie policière et de l'entrée dans la profession"
"436";",";"Nathalie";2017-06-16;"Nicolas";NA;"En ""Rave"" et contre tout ? Dimensions festives et oppositionnelles du monde des free parties"
"437";",";"Béatrice";2014-01-01;"Alain";"Jean-Charles";"= L’émergence du photovoltaïque en France à la lumière des tarifs d’achat : exploration d’une technologie modulaire entre politique et marchés"
"438";",";"Claude";2011-01-01;"Michel";NA;"La guerre d'Algérie (après un demi-siècle) : la mémoire enfouie des soldats du contingent : des jeunes gens ordinaires confrontés à l'intolérable"
"439";",";"Lukasz";2011-01-01;"Michel";NA;"Violences urbaines : une comparaison: France, Russie, Pologne"
"440";",";"Isabelle";2009-01-01;"Danièle";NA;"L'économie des monastères : recomposition d'une utopie dans la modernité religieuse en comparaison européenne"
"441";",";"Sylvaine";2016-01-01;"Danièle";"Sébastien";"Du croire en milieu sportif : immersion réflexive à l'Institut National du Sport, de l'Expertise et de la Performance auprès des sportifs de haut niveau en athlétisme"
"442";",";"Sébastien";2013-01-01;"Catherine";NA;"L'immersion fictionnelle collaborative : une étude de la posture d'engagement dans les jeux de rôles grandeur nature"
"443";",";"Pauline";2014-01-01;"Éric";NA;"Violence conjugale / domestic violence : sociologie comparée d'une cause féministe (France / États-Unis, 1970-2013)"
"444";",";"Gaëtan";2009-01-01;"Antoinette";NA;"La réduction des risques et la responsabilisation dans la prise de décision en établissements pénitentiaires français pour peines"
"445";",";"Amélie-Myriam";2015-01-01;"Farhad";NA;"La sécularisation du chiisme et la République islamique d’Iran"
"446";",";"Frédéric";2011-01-01;"Annie";NA;"Migrations sous contrôle : agriculture intensive et saisonniers marocains sous contrat « OMI »"
"447";",";"Ronan";2009-01-01;"Pauline";NA;"Le financement public de l'éducation privée dans quatre provinces canadiennes"
"448";",";"Thomas";2013-01-01;"Luc";NA;"Le laboratoire de la nécessité : économistes, institutions et qualifications de l'économie"
"449";",";"Sarah";2012-01-01;"Florence";NA;"L'auto-entrepreneur aux marges du salariat : de la genèse aux usages d'un régime dérogatoire de travail indépendant"
"450";",";"Stefan";2016-01-01;"Jean-Louis";"Bruno";"La débrouille au quotidien : comment l'absence des bons «papiers» influence la vie"
"451";",";"Lidia Ivonne";2007-01-01;"Jean-Louis";NA;"La reformulation identitaire et le développement durable : les xochimilcas à Mexico : les enjeux des usages sociaux et politiques d'un espace naturel"
"452";",";"Bruno";2006-01-01;"Marc";NA;"L'économie solidaire à l'épreuve de la pratique : contribution à une grammaire sociologique des dispositifs argumentaires"
"453";",";"Zubeida";2012-01-01;"Farhad";NA;"La construction de l'identité nationale kurde dans la presse, au Kurdistan d'Irak, de 1991 à 2010"
"454";",";"Olivier";2012-01-01;"Jean-Louis";NA;"La règle de l'exception : sociologie du cinéma français (1981 à nos jours)"
"455";",";"Jean-Sébastien";2019-01-25;"Philippe";"Ève";"Une analyse sociologique des transformations des modes de subjectivation : éclatements de la résistance et construction d'une grammaire de l'assentiment dans les professions de l'action sociale"
"456";",";"Hawzhin";2019-01-23;"Stéphane A.";"Patrick";"Un salafisme kurde? Sunnisme protestataire et jihadisme en Iran, depuis 2001"
"457";",";"Marcilio";2017-05-11;"Daniel";NA;"Le dit, le fait et le perçu : controverses, performances et changements dans l'arène de la marijuana"
"458";",";"Bérénice";2019-07-03;"Roland";"Charles";"Les ingénieurs, le fleuve et l'État. Rôle et place des ingénieurs dans un grand projet technique : la gestion du Gange"
"459";",";"Laura";2016-01-01;"Claude";"Michel";"Manger ensemble : mourir ensemble : ethnographie du repas collectif en Ehpad"
"460";",";"Myrtille";2017-06-27;"Gisèle";"Stéphane";"Mettre la ville en musique (Paris-Berlin). Quand territoires musicaux, urbains et professionnels évoluent de concert"
"461";",";"Héloïse";2017-09-06;"Nicolas";"Bénédicte";"Justice et justesse de l'indemnisation. Acteurs et dispositifs de l'État providence à l'épreuve du scandale de l'amiante"
"462";",";"Thibaud";2017-01-20;"Philippe";"Cécile";"Personnaliser le soin, encadrer l’autonomie, produire des vulnérabilités. Une reconnaissance idéologique des adolescents et jeunes adultes atteints de cancer en France."
"463";",";"Fabien";2015-01-01;"Stéphane";"Bernard";"À l'école de la banlieue : la démocratisation des études supérieures et la marginalisation urbaine à l'épreuve des trajectoires individuelles"
"464";",";"Na";2016-01-01;"Thierry";"Isabelle";"Politiques du logement, conflits familiaux et pratiques judiciaires : le cas du marché du logement à Shanghai au début du XXIeme siècle"
"465";",";"Jung-Im";2019-11-21;"Jean-Pierre";"Valérie";"La migration des étudiants coréens en France. Liens familiaux et circulation du care : investissements des parents, dettes des enfants"
"466";",";"Philippe";2005-01-01;"Laurent";NA;"Normaliser l'usage : design industriel, prescriptions sécuritaires et pratiques des automobilistes"
"467";",";"Javier A. F.";2012-01-01;"Claude";NA;"« Les mutations de la restauration : entre cuisine classique et cuisine collective, des enjeux de métier : des outils, des pratiques et des représentations culinaires »"
"468";",";"Claire";2000-01-01;"Michel";NA;"Situation migratoire et condition minoritaire : une comparaison entre les adolescents primo-arrivants et les jeunes de la deuxième génération vivant en milieu défavorisé"
"469";",";"Brigitte";2006-01-01;"Danièle";NA;"Religieux en banlieues : sociologie d'un institut religieux de 1940 à 2003 (l'Institut des Fils de la Charité)"
"470";",";"Ioana";2004-01-01;"Francine";NA;"Contribution à une sociologie de la ""transition"" roumaine à travers le prisme de la condition féminine et des représentations de la féminité"
"471";",";"Juliette";2005-01-01;"Christian";NA;"Le génie du lieu : ou comment des familles s'inscrivent dans l'espace urbain socio-historique d'une rue (1860-1950)"
"472";",";"Christophe";2000-01-01;"Luc";NA;"Ordre et résistance au collège"
"473";",";"Geneviève-Marie";2000-01-01;"Jean-Claude";NA;"Sienne, ses palii et ses contrades : étude monographique d'une saison paliesque (1997)"
"474";",";"Fanny";2012-01-01;"Didier";NA;"Prendre soin de sa population : le sida au Botswana, entre politiques globales du médicament et pratiques locales de citoyenneté"
"475";",";"Damien de";2003-01-01;"Luc";NA;"Le scandale financier : naissance et déclin d'une forme politique de Panama au Crédit Lyonnais"
"476";",";"Clarisse";2003-01-01;"Michel";NA;"Pieds-noirs d'Algérie et descendants : du devoir de mémoire au travail de deuil identitaire"
"477";",";"Gülçin";2006-01-01;"Farhad";NA;"« Cosmopolites enracinés » : la transnationalité et la construction identitaire du mouvement altermondialiste : l'exemple de la Turquie"
"478";",";"Florence";2012-01-01;"Dominique";NA;"Apprendre à écouter la musique : culture légitime, culture scolaire et cultures juvéniles"
"479";",";"Shirin";2003-01-01;"Rose-Marie";NA;"La construction des rapports masculin-féminin dans la production culturelle du champ intellectuel iranien"
"480";",";"Pablo";2015-01-01;"François";NA;"La construction de l'idée de patrimoine collectif : des collections privées aux nationalisations révolutionnaires"
"481";",";"Damien";2011-01-01;"André";NA;"Églises africaines en France : pentecôtismes congolais et entreprises prophétiques"
"482";",";"Ali";2015-01-01;"Monique de";"Stéphane";"Sociologie historique de l'émigration et de l'immigration kabyles : les Ath Waghliss dans les deux vallées de la Soummam et de la Durance"
"483";",";"Nicolas";2015-01-01;"Michel";NA;"La construction du politique chez les nouvelles générations de pobladores au Chili"
"484";",";"Sarah Anne";2015-01-01;"Farhad";"Philippe";"La pratique de la politique et de la révolution : le mouvement de la jeunesse révolutionnaire en Égypte"
"485";",";"Olivier";2006-01-01;"Paul";NA;"Espace public, médiations, reconnaissance : éléments de reconstruction d'une théorie critique de la communication"
"486";",";"Frédéric";2006-01-01;"Pierre";NA;"De la culture en Amérique : politique publique, philanthropie privée et intérêt général dans le système culturel américain"
"487";",";"Sébastien";2015-01-01;"Serge";"Bénédicte";"L'emploi de l'insécurité : fonctions sociales et expériences professionnelles des travailleurs de la sécurité privée en France"
"488";",";"Céline";2004-01-01;"Danièle";NA;"Nouvelles formes de division du travail religieux dans le catholicisme français : entre idéal sacerdotal, processus de professionnalisation et accomplissement de soi"
"489";",";"Philip";2016-01-01;"Michel";"Jean-Louis";"En devenant Euro-méditerranéen : le recadrage de l'espace et l'identité urbains au sud de la France"
"490";",";"Anne";2006-01-01;"Michel";NA;"Acteurs locaux et régionaux face aux transformations du pouvoir en Russie : 1989-1999"
"491";",";"Iona";2016-01-01;"Annick";"Jean-Christophe";"Lieu de savoir, lieu de pouvoir : le laboratoire narratif de l'île dans la littérature Européenne d'après-guerre"
"492";",";"Nazli";2016-01-01;"Nilüfer";"Taline";"La mémoire collective à I'épreuve de la politique de I'oubli : le cas des Arméniens de Turquie à travers trois générations"
"493";",";"Didier";2001-01-01;"Luc";NA;"Un seul cas suffit : une étude sociologique de l'engagement du futur en biomédecine"
"494";",";"Florian";2017-06-26;"Jean-Louis";"Christine";"L'impact des études supérieures sur les valeurs des étudiants"
"495";",";"Norbert";2000-01-01;"Robert";NA;"Rapport au travail, rationalisation et différenciation sociales et culturelles"
"496";",";"Francis";2001-01-01;"Guy";NA;"Histoire et épistémologie du concept de communauté dans la sociologie française aux XIXe-XXe siècles : approches à partir de différents auteurs et courants"
"497";",";"Delphine";2000-01-01;"Rose-Marie";NA;"La cause littéraire des femmes : modes d'accès et modalités de consécration des femmes dans le champ littéraire (1970-1998)"
"498";",";"Catherine";2000-01-01;"Jean-Louis";NA;"Usagers ou ex-usagers de drogues injectables atteints par le V. I. H.  : des trajectoires sociales à la prise en charge médicale"
"499";",";"Christophe";2003-01-01;"Emmanuel";NA;"Les danses de couple : lieux et territoires de pratique et d'apprentissage en France"
"500";",";"Sylvie";2002-01-01;"Christian";NA;"Réformer les quartiers : enquête sociologique sur une catégorie de l'action publique"
"501";",";"Éric";2002-01-01;"Laurent";NA;"La vulnérabilité du sujet politique : régimes de proximité dans les arènes d'engagement public"
"502";",";"Tassé";2003-01-01;"Monique de";NA;"De nouvelles formes de migrations : analyse comparée de parcours d'Ethiopiens en France et aux Etats-Unis"
"503";",";"Isabelle";2002-01-01;"Lucie";NA;"Analyse socio-historique de l'inscription de catégories de savoirs et de pratiques artistiques et technologiques dans l'enseignement secondaire obligatoire : comparaison France-Allemagne"
"504";",";"Seong-Hyun";2003-01-01;"Yves";NA;"La diplomatie économique autour du contrat du TGV Coréen : une sociologie de grand contrat international"
"505";",";"Anne";2002-01-01;"Christian";NA;"Réforme sociale et alimentation populaire (1850-1914) : pour une sociologie des pratiques alimentaires"
"506";",";"Maria Laura";2003-01-01;"André";NA;"La modernisation écologique en milieu industriel : contribution à l'analyse de l'action environnementale des entreprises"
"507";",";"Julio";2002-01-01;"Michel";NA;"Mexique : légitimité et changement de régime"
"508";",";"Laurence";2001-01-01;"Paul";NA;"À la croisée des esprits : esquisse d'une ontologie d'un fait social : l'opinion publique"
"509";",";"Hérold";2000-01-01;"Michael";NA;"Ideologie, utopie et théologie de la libération en Haïti"
"510";",";"Sylvia";2000-01-01;"Emmanuel";NA;"La réception des arts visuels contemporains dans les années 90 : les lieux de diffusion de l'art à Marseille et leurs publics"
"511";",";"Gisèle";2000-01-01;"Georges";NA;"Entre choix et destin : la condition sociale des plus démunis, la place du corps dans la désocialisation : [analyse des déterminants sociaux : du poids de la trajectoire à l'administration des ressources au quotidien]"
"512";",";"Edgardo Alberto";2001-01-01;"Alain";NA;"L'autre, le même et le bestiaire, la perception de la menace dans le nationalisme argentin : ruptures et continuités dans le cadre de la globalisation"
"513";",";"Adeline";2017-12-07;"Léonore";"Nicolas";"Les mijeurs exilés à l’épreuve du jugement : une ethnographie des frontières d’âges et de statuts"
"514";",";"Jorge de";2004-01-01;"Dominique";NA;"Identités multiples en Europe ? : le cas des lusodescendants en France"
"515";",";"Sarah";2001-01-01;"Danièle";NA;"Le mouvement Rastafari : mémoire, musique et religion"
"516";",";"Antonia";2001-01-01;"Marie-Claire";NA;"""Où sont-ils ?"", comprendre une intrigue, la permanence des disparus dans le champ politique chilien : enjeux mémoriels, enjeux de pouvoir (1973-2000)"
"517";",";"Marco Antonio";2019-06-19;"Johannes";"Lígia Mara Boin Menossi de";"Pour une science du langage au/du Brésil : parcours et irruptions théoriques"
"518";",";"Wei-Ping";2019-10-03;"Eva";"Michel";"«Séduction parisienne», émotion romantique et consommation culturelle : une étude discursive sur l'idéal du célibat féminin à Taiwan et en France"
"519";",";"Iris Maria";2019-10-04;"Blandine";"Sarah";"Le traitement social des mères célibataires par des associations en Tunisie et au Maroc : mobilisation, compassion et défense de l´ordre moral"
"520";",";"Kamel";2000-01-01;"Fanny";NA;"Zwawa et zawaya, l'islam, ""la question kabyle"" et l'État en Algérie : autour de la Rissala (épître) ""Les plus clairs arguments qui nécessitent la réforme des zawaya kabyles"" d'Ibnou Zakri (1853-1914), clerc officiel dans l'Algérie coloniale publiée à Alger aux éditions Fontana en 1903"
"521";",";"Pierre-Emmanuel";2001-01-01;"Gérard";NA;"Le métier de danseur contemporain"
"522";",";"Agnès de";2019-12-09;"Michel";"Nilüfer";"Le voile intégral en perspective : France, 2008-2019"
"523";",";"Emmanuelle";2001-01-01;"Gérard";NA;"La ""question des métis"" dans les colonies françaises : socio-histoire d'une catégorie juridique (Indochine et autres territoires de l'Empire français, années 1890-années 1950)"
"524";",";"Mathieu";2011-01-01;"Éric";NA;"Des hétérosexuels professionnels : genre, sexualité et division du travail dans la pornographie française (1975-2010)"
"525";",";"Gérôme";2014-01-01;"Daniel";NA;"Le 11-septembre européen : la sensibilité morale des Européens à l’épreuve des attentats du 11 septembre 2001, du 11 mars 2004 et du 7 juillet 2005"
"526";",";"Xiaojing";2009-01-01;"Christian";NA;"« Femmes au foyer », « filles de fer » et retour au foyer, genre et travail à Shangai sur quatre générations, 1949-2007 : enquête dans une usine agro-alimentaire"
"527";",";"Samina";2017-02-01;"Michel";NA;"Les clubs de cadres et de dirigeants racialisés en région parisienne : genèse et structuration d'un espace de regroupement et de mobilisation"
"528";",";"Anna";2016-01-01;"Hamit";"Jean-Charles";"Survivre en contexte minoritaire : une étude sociologique des résistances des Grecs d'Istanbul (Rûms polites) au lendemain des émeutes de la nuit du 6 au 7 septembre 1955, Istanbul"
"529";",";"Anne";2012-01-01;"Serge";NA;"Liens sociaux et construction identitaire des enfants de couples mixtes : une étude comparée en France, en Allemagne et au Royaume-Uni"
"530";",";"Fernando";2011-01-01;"Philippe";NA;"Le Homeless World Cup et le championnat de lutte contre l'exclusion sociale : analyse sociologique de parcours d'exception"
"531";",";"Hayet";2011-01-01;"Isabelle";NA;"La migration des Taïwanais en Chine : les cas de Pékin et de Shanghai"
"532";",";"Anna";2011-01-01;"Yvon";NA;"Ethnicité et mobilité : l'expérience migratoire des Indiens mexicains, entre migration interne et internationale"
"533";",";"Miriam";2015-01-01;"Pierre-Michel";"Mathilde";"Concurrence et classement : la sélection par les concours dans la carrière des musiciens"
"534";",";"Baptiste";2012-01-01;"Jean-Louis";NA;"Approche de la compagnie Pippo Delbono : sociologie d'une expérience théâtrale"
"535";",";"Annalisa";2017-03-06;"Michel";"Andrea";"« Prêts à partir ». Histoires de mobilité transnationale en temps de crise : le cas malien"
"536";",";"Angelo";2015-01-01;"Johann";"Albert";"Radicalisation de l'action collective et jeunesse populaire : construction du politique et résistances au Chili"
"537";",";"Ludovic";2016-01-01;"Suzanne de";"Agnès";"Vivre et produire la ville durable : sociologie d'une promesse urbaine"
"538";",";"Éric";2011-01-01;"Gisèle";NA;"Guy Debord et l'Internationale situationniste : sociologie d'une avant-garde « totale »"
"539";",";"Carole";2013-01-01;"Farhad";NA;"Les femmes martyres dans le monde arabe (Liban-Palestine-Irak) : quelle place accorder à ce phénomène dans ces trois pays?"
"540";",";"Stéphanie";2012-01-01;"Serge";"Olivier";"Le nouvel esprit du capitalisme agraire : les formes de l’autonomie ouvrière dans les plantations de palmier à huile en Indonésie"
"541";",";"Maria Fernanda";2017-03-17;"Éric";"Michel";"Femme, lesbienne, mère : reconfigurations identitaires dans l’expérience de la parenté et de la parentalité"
"542";",";"Lila";2013-01-01;"Michèle";NA;"L'« enfant perdu » et le « pays d'origine » : construction des origines et expériences migratoires de descendants d'immigrants ouest-africains en région parisienne"
"543";",";"Cyril";2009-01-01;"Yannick";NA;"Les dimensions sociales d'une politique de santé publique : le cas des consultations de protection infantile"
"544";",";"Verónica";2016-01-01;"Alain";"Ana Maria";"Entre la soumission et l'émancipation : les femmes latino-américaines face à l'épreuve migratoire à Santiago du Chili"
"545";",";"Nathalie";2011-01-01;"Sabine";NA;"Constituer une innovation télévisuelle : le contenu et la réception numérique des émissions de télé-réalité en France"
"546";",";"Julie";2009-01-01;"Gérard";NA;"Les incidences biographiques du militantisme en mai 68 : une enquête sur deux générations familiales : des ""soixante-huitards"" et leurs enfants scolarisés dans deux écoles expérimentales (Vitruve et Ange-Guépin)."
"547";",";"Min-Yuan";2009-01-01;"Marie-Claire";NA;"Mémoire collective et conflit d'interprétation sur l'identité nationale : évolution des discours identitaires autour de la littérature taiwanaise"
"548";",";"Zeina";2011-01-01;"Nicolas";NA;"Travail moral et construction de réseaux autour de l'avortement : santé et sexualité des femmes au Liban"
"549";",";"Lucie";2013-01-01;"Laurent";NA;"La métamorphose du logement social : faire de l'habitat le support de capacité"
"550";",";"Sibylle";2011-01-01;"Florence";NA;"La pierre de discorde : stratégie immobilières familiales dans la France contemporaine"
"551";",";"Nehara";2009-01-01;"Francine";NA;"Migrations de l'oppression : rapports sociaux de sexe et divisions du groupe des femmes au sein d'un segment de lignage originaire de la région de Kayes (Mali)"
"552";",";"Émilie";2009-01-01;"Yvon";NA;"Se construire dans un univers fragmenté : l'expérience des jeunes d'un quartier pauvre de la périphérie de Lima (Pérou)"
"553";",";"Olga";2011-01-01;"Laurent";NA;"Vivre ensemble dans la nature et dans la ville : regards comparés sur les grammaires de la mise en commun en France et en Russie"
"554";",";"Asli Didem";2008-01-01;"Michel";NA;"Pour une sociologie du transit dans les phénomènes migratoires : le cas des réseaux des migrants irakiens en transit à Istanbul"
"555";",";"Maria Selva";2009-01-01;"André";NA;"La construction de la famille idéale : notions et représentations dans l'Argentine du XIXème siècle"
"556";",";"Fanny";2009-01-01;"Frédéric";NA;"Pratiques et praticiens de l'économie sociale et solidaire (2000-2007) : contribution à la sociologie des croyances économiques"
"557";",";"Violaine";2009-01-01;"Alban";NA;"Un territoire périurbain, industriel et ouvrier : promotions résidentielles de ménages des classes populaires et trajectoires d'élus salariés intermédiaires de l'industrie dans la Plaine de l'Ain"
"558";",";"Olivier";2008-01-01;"Pierre-Michel";NA;"L'organisation de marchés incertains : sociologie économique des mondes de la pige et de l'art dramatique"
